iter	Passed	Remaining
1660	193959	39585
1661	194072	39468
1662	194190	39351
1663	194292	39232
1664	194401	39113
1665	194520	38997
1666	194638	38880
1667	194759	38765
1668	194865	38646
1669	194973	38527
1670	195093	38411
1671	195192	38291
1672	195284	38169
1673	195395	38051
1674	195494	37931
1675	195593	37811
1676	195695	37692
1677	195805	37574
1678	195914	37456
1679	196035	37340
1680	196147	37222
1681	196257	37104
1682	196366	36986
1683	196457	36864
1684	196573	36748
1685	196684	36630
1686	196782	36510
1687	196920	36397
1688	197058	36284
1689	197155	36164
1690	197256	36045
1691	197370	35927
1692	197482	35810
1693	197600	35694
1694	197703	35574
1695	197829	35459
1696	197956	35345
1697	198057	35225
1698	198179	35110
1699	198290	34992
1700	198400	34874
1701	198511	34757
1702	198615	34638
1703	198733	34521
1704	198858	34406
1705	198969	34288
1706	199087	34172
1707	199210	34057
1708	199324	33939
1709	199434	33822
1710	199530	33702
1711	199638	33584
1712	199759	33468
1713	199864	33349
1714	199964	33230
1715	200104	33117
1716	200228	33002
1717	200342	32885
1718	200459	32768
1719	200582	32653
1720	200685	32534
1721	200798	32416
1722	200910	32299
1723	201030	32183
1724	201158	32068
1725	201267	31950
1726	201385	31834
1727	201511	31719
1728	201629	31602
1729	201742	31485
1730	201864	31370
1731	201974	31252
1732	202073	31133
1733	202190	31016
1734	202305	30899
1735	202404	30780
1736	202514	30662
1737	202631	30546
1738	202747	30429
1739	202855	30311
1740	202982	30196
1741	203102	30080
1742	203216	29963
1743	203344	29848
1744	203451	29730
1745	203565	29613
1746	203671	29495
1747	203782	29378
1748	203914	29263
1749	204028	29146
1750	204137	29029
1751	204253	28912
1752	204356	28794
1753	204480	28678
1754	204582	28559
1755	204675	28440
1756	204797	28324
1757	204919	28208
1758	205045	28093
1759	205150	27975
1760	205250	27856
1761	205352	27737
1762	205459	27619
1763	205590	27505
1764	205693	27387
1765	205813	27270
1766	205910	27151
1767	206033	27036
1768	206168	26921
1769	206275	26804
1770	206392	26687
1771	206499	26569
1772	206623	26454
1773	206753	26339
1774	206891	26225
1775	207004	26108
1776	207131	25993
1777	207256	25877
1778	207346	25758
1779	207502	25646
1780	207630	25531
1781	207745	25414
1782	207908	25303
1783	208013	25185
1784	208118	25067
1785	208235	24950
1786	208360	24835
1787	208484	24719
1788	208590	24601
1789	208701	24484
1790	208824	24368
1791	208941	24252
1792	209062	24136
1793	209163	24017
1794	209279	23900
1795	209394	23784
1796	209494	23665
1797	209601	23548
1798	209735	23433
1799	209835	23315
1800	209934	23196
1801	210036	23078
1802	210133	22959
1803	210255	22843
1804	210359	22725
1805	210469	22608
1806	210590	22492
1807	210707	22376
1808	210829	22260
1809	210935	22142
1810	211035	22024
1811	211167	21909
1812	211275	21791
1813	211384	21674
1814	211505	21558
1815	211626	21442
1816	211741	21325
1817	211856	21208
1818	211965	21091
1819	212087	20975
1820	212203	20859
1821	212298	20740
1822	212388	20621
1823	212499	20504
1824	212594	20385
1825	212701	20268
1826	212812	20151
1827	212939	20035
1828	213048	19918
1829	213159	19801
1830	213263	19684
1831	213385	19568
1832	213478	19449
1833	213590	19332
1834	213707	19216
1835	213823	19099
1836	213936	18982
1837	214032	18864
1838	214155	18748
1839	214274	18632
1840	214383	18515
1841	214502	18399
1842	214605	18281
1843	214724	18165
1844	214856	18050
1845	214986	17934
1846	215147	17822
1847	215267	17705
1848	215396	17590
1849	215505	17473
1850	215598	17355
1851	215709	17238
1852	215827	17121
1853	215923	17003
1854	216038	16887
1855	216137	16769
1856	216249	16652
1857	216360	16535
1858	216444	16416
1859	216557	16300
1860	216681	16184
1861	216790	16067
1862	216896	15949
1863	217014	15833
1864	217119	15716
1865	217233	15599
1866	217352	15483
1867	217484	15368
1868	217595	15251
1869	217698	15134
1870	217817	15017
1871	217949	14902
1872	218073	14786
1873	218177	14669
1874	218292	14552
1875	218399	14435
1876	218510	14319
1877	218617	14202
1878	218719	14084
1879	218816	13967
1880	218943	13851
1881	219047	13734
1882	219155	13617
1883	219271	13500
1884	219389	13384
1885	219495	13267
1886	219609	13150
1887	219724	13034
1888	219866	12919
1889	219972	12802
1890	220083	12685
1891	220195	12569
1892	220293	12451
1893	220388	12334
1894	220526	12219
1895	220622	12101
1896	220725	11984
1897	220824	11867
1898	220935	11750
1899	221051	11634
1900	221163	11517
1901	221266	11400
1902	221384	11284
1903	221505	11168
1904	221625	11052
1905	221737	10935
1906	221825	10817
1907	221930	10701
1908	222050	10584
1909	222185	10469
1910	222286	10352
1911	222423	10237
1912	222554	10121
1913	222656	10004
1914	222782	9888
1915	222912	9772
1916	223031	9656
1917	223138	9539
1918	223249	9423
1919	223376	9307
1920	223503	9191
1921	223626	9075
1922	223731	8958
1923	223841	8841
1924	223952	8725
1925	224047	8608
1926	224141	8491
1927	224251	8374
1928	224369	8258
1929	224502	8142
1930	224623	8026
1931	224723	7909
1932	224840	7793
1933	224965	7677
1934	225086	7561
1935	225194	7444
1936	225299	7327
1937	225413	7211
1938	225516	7094
1939	225618	6977
1940	225715	6860
1941	225820	6744
1942	225925	6627
1943	226034	6511
1944	226155	6395
1945	226265	6278
1946	226366	6162
1947	226471	6045
1948	226596	5929
1949	226719	5813
1950	226850	5697
1951	226962	5581
1952	227075	5464
1953	227189	5348
1954	227282	5231
1955	227392	5115
1956	227490	4998
1957	227600	4882
1958	227697	4765
1959	227814	4649
1960	227937	4533
1961	228048	4416
1962	228160	4300
1963	228267	4184
1964	228384	4067
1965	228494	3951
1966	228623	3835
1967	228737	3719
1968	228851	3603
1969	228981	3487
1970	229094	3370
1971	229190	3254
1972	229298	3137
1973	229395	3021
1974	229495	2905
1975	229604	2788
1976	229720	2672
1977	229875	2556
1978	229998	2440
1979	230108	2324
1980	230221	2208
1981	230321	2091
1982	230425	1975
1983	230532	1859
1984	230665	1743
1985	230788	1626
1986	230881	1510
1987	230975	1394
1988	231096	1278
1989	231201	1161
1990	231328	1045
1991	231437	929
1992	231553	813
1993	231667	697
1994	231810	580
1995	231934	464
1996	232053	348
1997	232183	232
1998	232302	116
1999	232420	0
