iter	RMSE
596	46192.77244
597	46171.79974
598	46142.86652
599	46105.58636
600	46083.5563
601	46054.15153
602	46026.00369
603	46011.61786
604	45995.42942
605	45973.89391
606	45953.38648
607	45934.60639
608	45920.34732
609	45897.58667
610	45875.92262
611	45854.16357
612	45832.96162
613	45814.14052
614	45797.22174
615	45773.2425
616	45754.39229
617	45740.44354
618	45717.44173
619	45693.70523
620	45670.85411
621	45652.23083
622	45631.42268
623	45606.68451
624	45580.12866
625	45560.97065
626	45535.97414
627	45510.88333
628	45493.65844
629	45483.51354
630	45464.09868
631	45449.37843
632	45421.5984
633	45387.25289
634	45379.11298
635	45357.4139
636	45315.6621
637	45292.76947
638	45270.23512
639	45251.88805
640	45231.69752
641	45203.96479
642	45192.64335
643	45174.29617
644	45155.8481
645	45139.86867
646	45122.94556
647	45102.21794
648	45094.50195
649	45072.07441
650	45055.03544
651	45044.38542
652	45021.4507
653	44998.99694
654	44970.6266
655	44945.07048
656	44911.13797
657	44882.5085
658	44872.67755
659	44853.32706
660	44838.20645
661	44817.10439
662	44798.98484
663	44783.44221
664	44765.34694
665	44748.03692
666	44722.80337
667	44694.64135
668	44672.17233
669	44654.66087
670	44641.4505
671	44618.21921
672	44600.00025
673	44584.65674
674	44563.14456
675	44534.04884
676	44507.68657
677	44487.7132
678	44472.00606
679	44451.18099
680	44432.4441
681	44404.872
682	44391.88952
683	44380.08862
684	44361.38392
685	44334.52954
686	44321.31192
687	44292.80952
688	44265.30475
689	44237.73473
690	44219.83439
691	44190.59299
692	44173.00629
693	44160.42001
694	44143.60248
695	44130.45128
696	44115.61854
697	44093.58595
698	44070.31511
699	44050.90143
700	44029.35887
701	44015.24159
702	43992.199
703	43978.60275
704	43952.75033
705	43933.49446
706	43910.51512
707	43885.85642
708	43870.89868
709	43849.4894
710	43831.7798
711	43823.59807
712	43797.50898
713	43776.63305
714	43753.1241
715	43741.80586
716	43712.57626
717	43689.67014
718	43669.80927
719	43655.35937
720	43636.86826
721	43615.82497
722	43594.36868
723	43575.1883
724	43558.24303
725	43531.43749
726	43515.80613
727	43500.24103
728	43476.10245
729	43461.37456
730	43446.48222
731	43429.37057
732	43409.12057
733	43389.47291
734	43371.18033
735	43345.94605
736	43335.9122
737	43318.98863
738	43311.53843
739	43289.72662
740	43274.56469
741	43256.50839
742	43235.27593
743	43221.78289
744	43210.65427
745	43192.3934
746	43176.84345
747	43156.43479
748	43126.47696
749	43106.48504
750	43087.63017
751	43066.63965
752	43052.75033
753	43034.93695
754	43009.15244
755	42992.30295
756	42985.67885
757	42972.68196
758	42951.5925
759	42931.2302
760	42919.66453
761	42903.23007
762	42895.38666
763	42879.53216
764	42862.39647
765	42846.56343
766	42832.37516
767	42812.61601
768	42801.40797
769	42780.4141
770	42769.87393
771	42752.70634
772	42738.95724
773	42724.35112
774	42699.68025
775	42671.26143
776	42654.57043
777	42637.56751
778	42623.34544
779	42602.55963
780	42587.99463
781	42577.47875
782	42563.53681
783	42541.50089
784	42523.53623
785	42505.4434
786	42490.33693
787	42473.76549
788	42460.01553
789	42447.49323
790	42433.34271
791	42415.45102
792	42390.80492
793	42378.43308
794	42373.29598
795	42360.22015
796	42335.80926
797	42324.80382
798	42307.1353
799	42294.08029
800	42287.06193
801	42267.45069
802	42248.03648
803	42231.47931
804	42215.4887
805	42205.32963
806	42195.64106
807	42181.80622
808	42165.82789
809	42139.73873
810	42126.32409
811	42113.53005
812	42093.76681
813	42084.54113
814	42070.98031
815	42047.53658
816	42025.63919
817	42013.96304
818	41998.78723
819	41968.56483
820	41940.5068
821	41925.88619
822	41909.77593
823	41896.07881
824	41878.61255
825	41856.15834
826	41848.99091
827	41834.7529
828	41805.50571
829	41792.50152
830	41774.28546
831	41760.75362
832	41735.44722
833	41725.7351
834	41707.44646
835	41691.97002
836	41669.63132
837	41652.90642
838	41643.01587
839	41631.74766
840	41623.57661
841	41608.11949
842	41596.68194
843	41578.0506
844	41571.42577
845	41552.03158
846	41538.27623
847	41533.30034
848	41519.35428
849	41503.45788
850	41498.9904
851	41482.03695
852	41465.81194
853	41448.64021
854	41433.08431
855	41418.4398
856	41403.38559
857	41384.99536
858	41368.4267
859	41343.21992
860	41324.38589
861	41306.23069
862	41291.35956
863	41288.40051
864	41278.09283
865	41268.80899
866	41261.24931
867	41239.90092
868	41226.06464
869	41220.88739
870	41204.31804
871	41181.31664
872	41165.30523
873	41146.61757
874	41132.33284
875	41107.21702
876	41094.23448
877	41077.97305
878	41069.64387
879	41055.7743
880	41039.31314
881	41027.14107
882	41008.46041
883	40987.1068
884	40974.56774
885	40955.05721
886	40938.17879
887	40925.87286
888	40905.13331
889	40885.27962
890	40861.08875
891	40840.61737
892	40823.81903
893	40799.73898
894	40780.22684
895	40763.27477
896	40743.08275
897	40732.74162
898	40717.11105
899	40707.42881
900	40690.64497
901	40674.39794
902	40668.3764
903	40658.13288
904	40642.87888
905	40626.73048
906	40604.72585
907	40589.15685
908	40566.6467
909	40551.59749
910	40542.33031
911	40526.20993
912	40517.23067
913	40496.74399
914	40488.42883
915	40478.5095
916	40467.59225
917	40449.36821
918	40430.89895
919	40419.16728
920	40403.81044
921	40392.75579
922	40385.60675
923	40372.24507
924	40358.60098
925	40341.77623
926	40330.36554
927	40307.90509
928	40294.98613
929	40273.64054
930	40257.22476
931	40234.93235
932	40222.58626
933	40210.81352
934	40197.24806
935	40180.9982
936	40162.07952
937	40145.59913
938	40135.95377
939	40121.80681
940	40108.09031
941	40092.77848
942	40076.172
943	40063.64942
944	40042.43381
945	40031.97374
946	40017.22662
947	40006.20865
948	39993.42624
949	39973.70427
950	39966.61258
951	39959.77228
952	39944.77573
953	39931.71345
954	39914.47396
955	39904.52189
956	39887.89544
957	39862.33381
958	39854.18072
959	39840.94905
960	39821.4956
961	39810.61596
962	39797.14264
963	39771.76371
964	39757.49022
965	39742.71005
966	39723.08158
967	39713.12311
968	39699.3052
969	39685.55253
970	39673.08975
971	39662.33586
972	39647.83167
973	39636.49024
974	39624.63064
975	39599.77115
976	39586.9868
977	39580.08558
978	39567.65887
979	39560.35969
980	39548.89373
981	39538.51504
982	39519.09934
983	39505.43121
984	39494.57726
985	39482.61123
986	39470.48863
987	39446.43307
988	39438.78523
989	39421.67071
990	39409.23586
991	39391.1674
992	39385.61384
993	39374.31617
994	39365.24848
995	39352.18203
996	39337.28833
997	39325.32007
998	39306.90522
999	39299.4104
1000	39287.4705
1001	39269.24548
1002	39264.63108
1003	39249.23292
1004	39231.87143
1005	39219.69344
1006	39202.89068
1007	39187.72459
1008	39170.79835
1009	39156.70893
1010	39145.59085
1011	39134.163
1012	39119.69626
1013	39105.7997
1014	39095.76122
1015	39082.59803
1016	39073.79707
1017	39065.02492
1018	39049.38352
1019	39033.29872
1020	39024.43507
1021	39012.31992
1022	38997.21373
1023	38980.07564
1024	38961.95379
1025	38949.4553
1026	38929.2586
1027	38914.4029
1028	38903.9873
1029	38884.49387
1030	38874.22815
1031	38869.65449
1032	38859.81667
1033	38845.42911
1034	38830.92363
1035	38813.67681
1036	38805.62486
1037	38796.81485
1038	38788.07721
1039	38779.43561
1040	38763.84349
1041	38757.75629
1042	38743.37257
1043	38723.64445
1044	38714.6976
1045	38704.02633
1046	38693.39878
1047	38676.65586
1048	38655.999
1049	38649.25546
1050	38637.38278
1051	38626.79031
1052	38619.03983
1053	38608.71175
1054	38593.17877
1055	38584.41081
1056	38575.59473
1057	38551.93992
1058	38533.19265
1059	38522.21611
1060	38511.44203
1061	38498.97576
1062	38485.7807
1063	38472.35011
1064	38465.11757
1065	38449.24784
1066	38433.88881
1067	38418.64695
1068	38408.92331
1069	38398.64707
1070	38386.76776
1071	38370.2996
1072	38355.76641
1073	38340.7365
1074	38332.55779
1075	38322.06483
1076	38302.84969
1077	38292.05102
1078	38276.89668
1079	38260.30816
1080	38249.17596
1081	38241.52375
1082	38224.65379
1083	38211.25753
1084	38193.78874
1085	38189.45841
1086	38173.92353
1087	38160.57978
1088	38141.68919
1089	38130.87097
1090	38119.47568
1091	38109.20868
1092	38095.20972
1093	38092.37485
1094	38077.02029
1095	38062.50343
1096	38055.19115
1097	38042.95097
1098	38027.71373
1099	38018.7553
1100	38011.45762
1101	38001.85757
1102	37990.84667
1103	37987.22914
1104	37973.33096
1105	37956.0436
1106	37943.9436
1107	37934.34114
1108	37920.57202
1109	37905.56671
1110	37888.64299
1111	37874.96766
1112	37862.63614
1113	37855.60773
1114	37846.69266
1115	37835.51586
1116	37823.88426
1117	37814.55985
1118	37797.21068
1119	37781.20385
1120	37768.46984
1121	37755.87768
1122	37743.74834
1123	37738.00816
1124	37721.64295
1125	37702.49656
1126	37695.63642
1127	37684.31787
1128	37680.19667
1129	37665.9196
1130	37654.63722
1131	37637.93102
1132	37625.03584
1133	37617.84855
1134	37611.77402
1135	37598.12808
1136	37587.91619
1137	37575.10853
1138	37561.17951
1139	37551.95421
1140	37539.19485
1141	37519.26942
1142	37514.98603
1143	37502.5522
1144	37488.35716
1145	37470.87039
1146	37457.73996
1147	37446.02387
1148	37435.03991
1149	37429.76318
1150	37419.78226
1151	37402.72913
1152	37388.09812
1153	37372.74289
1154	37358.29991
1155	37347.52739
1156	37332.63892
1157	37322.44631
1158	37309.67523
1159	37299.81475
1160	37291.34496
1161	37285.87011
1162	37274.24035
1163	37262.45181
1164	37255.13505
1165	37244.98039
1166	37239.42542
1167	37231.76683
1168	37213.47061
1169	37200.57138
1170	37186.39794
1171	37176.25153
1172	37171.58572
1173	37157.60628
1174	37146.45624
1175	37133.44934
1176	37125.72122
1177	37106.55569
1178	37090.87372
1179	37080.71705
1180	37069.00929
1181	37057.05847
1182	37045.52107
1183	37037.77581
1184	37033.54299
1185	37026.73644
1186	37020.55769
1187	37013.6958
1188	37000.64477
1189	36988.02323
1190	36980.18538
1191	36970.93327
1192	36959.11844
1193	36947.76019
1194	36936.37795
1195	36923.65446
1196	36906.22881
1197	36889.42742
1198	36868.449
1199	36864.89716
1200	36852.47124
1201	36841.15142
1202	36832.6374
1203	36823.97403
1204	36812.46905
1205	36803.555
1206	36791.02207
1207	36780.09527
1208	36766.27666
1209	36755.82586
1210	36748.28292
1211	36738.63893
1212	36724.93322
1213	36710.39268
1214	36701.98075
1215	36688.87641
1216	36678.28718
1217	36663.98996
1218	36652.87786
1219	36640.22635
1220	36625.06859
1221	36614.21446
1222	36599.79271
1223	36588.22801
1224	36572.53636
1225	36565.13399
1226	36554.53571
1227	36539.85302
1228	36531.85777
1229	36519.17575
1230	36511.19362
1231	36500.07919
1232	36488.05575
1233	36477.61614
1234	36468.65522
1235	36460.0124
1236	36454.45256
1237	36441.92368
1238	36432.29161
1239	36421.86235
1240	36405.86435
1241	36400.68424
1242	36386.78559
1243	36374.04694
1244	36357.43191
1245	36346.86099
1246	36339.96894
1247	36331.50301
1248	36319.84698
1249	36318.33896
1250	36306.29995
1251	36303.24328
1252	36292.51775
1253	36285.37616
1254	36277.9868
1255	36268.807
1256	36258.15969
1257	36251.6069
1258	36236.28726
1259	36231.07227
1260	36221.84026
1261	36207.41438
1262	36199.97162
1263	36188.1134
1264	36172.87905
1265	36162.29975
1266	36152.83267
1267	36141.98391
1268	36129.42213
1269	36121.16665
1270	36110.02134
1271	36096.19971
1272	36087.55459
1273	36076.59981
1274	36058.61987
1275	36045.59966
1276	36036.14823
1277	36029.55231
1278	36019.05573
1279	36017.98249
1280	36009.33676
1281	36002.352
1282	35997.20449
1283	35987.13333
1284	35978.47507
1285	35969.7284
1286	35963.58737
1287	35951.30125
1288	35939.39539
1289	35926.06363
1290	35916.8072
1291	35910.80606
1292	35901.80873
1293	35899.45643
1294	35888.83629
1295	35879.95113
1296	35863.52127
1297	35854.92296
1298	35843.78785
1299	35827.21331
1300	35822.36954
1301	35810.43965
1302	35797.58276
1303	35784.28794
1304	35776.01564
1305	35764.91194
1306	35754.10203
1307	35749.72673
1308	35742.39491
1309	35730.45976
1310	35716.68787
1311	35712.92614
1312	35703.05153
1313	35693.69402
1314	35686.60626
1315	35681.80637
1316	35668.18478
1317	35659.52034
1318	35651.02267
1319	35639.08271
1320	35632.44736
1321	35623.45876
1322	35612.23526
1323	35602.70838
1324	35588.89367
1325	35578.48007
1326	35564.54073
1327	35553.22421
1328	35540.06182
1329	35528.31622
1330	35520.53682
1331	35511.4605
1332	35502.96914
1333	35498.45856
1334	35488.12485
1335	35478.58636
1336	35462.44286
1337	35455.52153
1338	35444.05498
1339	35438.71346
1340	35426.04817
1341	35415.15713
1342	35403.20037
1343	35389.29202
1344	35379.9267
1345	35362.98624
1346	35345.29881
1347	35335.54656
1348	35331.60748
1349	35321.56618
1350	35313.1979
1351	35307.34674
1352	35298.29184
1353	35290.4683
1354	35277.3826
1355	35274.97474
1356	35268.87805
1357	35250.6247
1358	35242.36001
1359	35234.44881
1360	35218.39353
1361	35210.4108
1362	35202.66876
1363	35195.43381
1364	35184.69557
1365	35177.74454
1366	35169.43047
1367	35160.18967
1368	35154.54019
1369	35145.38469
1370	35134.80448
1371	35121.87037
1372	35111.96514
1373	35105.98472
1374	35101.93577
1375	35087.92008
1376	35079.24158
1377	35069.25054
1378	35056.12448
1379	35052.32558
1380	35042.13748
1381	35033.57174
1382	35026.28742
1383	35011.80679
1384	34998.00108
1385	34986.68584
1386	34977.11469
1387	34968.63079
1388	34957.96686
1389	34952.78333
1390	34946.66558
1391	34937.43433
1392	34928.34348
1393	34920.81547
1394	34904.63359
1395	34897.35177
1396	34886.2974
1397	34874.48386
1398	34864.35019
1399	34858.55157
1400	34845.57257
1401	34837.85886
1402	34823.55263
1403	34817.01178
1404	34809.47241
1405	34798.76818
1406	34792.24457
1407	34784.69495
1408	34778.99458
1409	34771.00498
1410	34759.7149
1411	34740.47584
1412	34735.79667
1413	34728.73528
1414	34719.23735
1415	34706.87522
1416	34699.46781
1417	34685.78795
1418	34676.61709
1419	34668.39586
1420	34661.46559
1421	34653.53124
1422	34647.78887
1423	34639.87008
1424	34634.2475
1425	34624.55731
1426	34616.24802
1427	34605.31754
1428	34600.32629
1429	34593.5193
1430	34583.50231
1431	34568.22397
1432	34559.1348
1433	34552.28635
1434	34546.6765
1435	34540.46678
1436	34533.82308
1437	34518.66478
1438	34513.12702
1439	34505.14291
1440	34498.71851
1441	34492.02555
1442	34478.19762
1443	34468.76468
1444	34461.19245
1445	34453.57807
1446	34441.89189
1447	34435.51065
1448	34427.21501
1449	34415.90967
1450	34401.84858
1451	34385.76516
1452	34379.15987
1453	34368.77015
1454	34360.45059
1455	34356.1026
1456	34349.76194
1457	34339.21413
1458	34329.28502
1459	34318.94669
1460	34311.98291
1461	34300.58819
1462	34291.26021
1463	34278.04493
1464	34267.36714
1465	34260.53909
1466	34247.63315
1467	34237.07992
1468	34226.92741
1469	34218.81967
1470	34209.22658
1471	34195.80369
1472	34190.46131
1473	34177.04977
1474	34175.49305
1475	34169.81508
1476	34157.97382
1477	34143.31386
1478	34138.27872
1479	34130.14247
1480	34118.16067
1481	34108.10541
1482	34098.68846
1483	34091.03672
1484	34084.76088
1485	34071.82095
1486	34061.25803
1487	34051.78449
1488	34035.1474
1489	34028.43782
1490	34015.44957
1491	34008.97809
1492	33996.78375
1493	33986.60144
1494	33980.98343
1495	33969.03126
1496	33963.37533
1497	33952.96044
1498	33938.56178
1499	33933.4822
1500	33921.74524
1501	33914.63562
1502	33910.63341
1503	33897.41301
1504	33886.25183
1505	33876.50919
1506	33867.04775
1507	33857.24033
1508	33847.73196
1509	33839.01923
1510	33827.5011
1511	33815.10241
1512	33806.45448
1513	33801.11292
1514	33788.0858
1515	33783.8635
1516	33774.92944
1517	33764.44735
1518	33755.74335
1519	33748.18723
1520	33741.76591
1521	33731.98528
1522	33718.8476
1523	33717.28711
1524	33712.3579
1525	33705.93966
1526	33698.9825
1527	33684.95595
1528	33672.82053
1529	33659.73742
1530	33652.11245
1531	33643.44541
1532	33637.17327
1533	33623.83703
1534	33612.99585
1535	33607.44694
1536	33597.62525
1537	33586.57271
1538	33577.23802
1539	33566.36057
1540	33558.96908
1541	33549.06921
1542	33539.17795
1543	33532.04767
1544	33522.76278
1545	33509.53156
1546	33499.49362
1547	33492.78461
1548	33483.43824
1549	33475.55068
1550	33463.92083
1551	33454.40931
1552	33444.21663
1553	33439.30081
1554	33427.95199
1555	33421.85553
1556	33415.1592
1557	33406.89935
1558	33395.26225
1559	33386.28389
1560	33373.479
1561	33367.55093
1562	33357.82972
1563	33340.15889
1564	33330.40848
1565	33322.3468
1566	33313.28707
1567	33304.64045
1568	33297.41993
1569	33291.08713
1570	33281.3917
1571	33274.11873
1572	33262.77022
1573	33253.88098
1574	33240.58427
1575	33232.4709
1576	33225.56371
1577	33213.56272
1578	33205.50242
1579	33193.21412
1580	33188.10972
1581	33183.12651
1582	33172.4135
1583	33162.41109
1584	33152.05002
1585	33143.90932
1586	33137.20235
1587	33129.72328
1588	33120.93398
1589	33110.75449
1590	33105.84775
1591	33095.98253
1592	33087.41753
1593	33077.41065
1594	33070.53832
1595	33058.55146
1596	33049.71657
1597	33041.20535
1598	33028.29578
1599	33022.4275
1600	33014.36737
1601	33006.56103
1602	32997.97181
1603	32990.14076
1604	32985.11138
1605	32978.63655
1606	32972.05357
1607	32964.12991
1608	32953.55289
1609	32943.19353
1610	32932.94086
1611	32925.69355
1612	32914.80402
1613	32911.34397
1614	32901.17439
1615	32896.53192
1616	32886.36814
1617	32877.26621
1618	32871.28192
1619	32862.63977
1620	32855.61695
1621	32842.03824
1622	32837.37527
1623	32830.38
1624	32819.90992
1625	32816.88284
1626	32803.57081
1627	32794.19725
1628	32790.27088
1629	32780.83296
1630	32770.08985
1631	32760.36875
1632	32752.00862
1633	32742.57676
1634	32734.62814
1635	32720.34216
1636	32710.36816
1637	32705.84288
1638	32695.51255
1639	32689.64367
1640	32678.13541
1641	32668.42864
1642	32665.70374
1643	32656.33571
1644	32651.12148
1645	32641.9156
1646	32631.82941
1647	32622.36537
1648	32611.7681
1649	32602.13042
1650	32594.21904
1651	32583.88103
1652	32577.25355
1653	32565.52138
1654	32561.13891
1655	32555.51402
1656	32545.44374
1657	32540.40198
1658	32535.23663
1659	32525.35802
1660	32517.54396
1661	32505.25847
1662	32499.42392
1663	32493.12545
1664	32482.37525
1665	32467.926
